County,Municipality,"Optical/Digital Scan Tabulator (Vendor/Dealer-Model)_x000D_
*Note:  If this municipality uses multiple types of tabulator equipment, please contact the G.A.B. Help Desk at 608-261-2028 or GABHelpDesk@wi.gov.",Accessible Voting Equipment Vendor/Dealer-Model
ROCK - 54,TOWN OF JANESVILLE - 54016,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF JOHNSTOWN - 54018,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF LA PRAIRIE - 54020,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF LIMA - 54022,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF MAGNOLIA - 54024,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF MILTON - 54026,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF NEWARK - 54028,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF PLYMOUTH - 54030,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF PORTER - 54032,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF ROCK - 54034,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF SPRING VALLEY - 54036,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF TURTLE - 54038,ES&S DS200,ES&S Automark
ROCK - 54,TOWN OF UNION - 54040,ES&S DS200,ES&S Automark
ROCK - 54,VILLAGE OF CLINTON - 54111,ES&S DS200,ES&S Automark
ROCK - 54,VILLAGE OF FOOTVILLE - 54126,ES&S DS200,ES&S Automark
ROCK - 54,VILLAGE OF ORFORDVILLE - 54165,ES&S DS200,ES&S Automark
RUSK - 55,CITY OF LADYSMITH - 55246,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF ATLANTA - 55002,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF BIG BEND - 55004,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF BIG FALLS - 55006,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF CEDAR RAPIDS - 55008,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF DEWEY - 55010,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF FLAMBEAU - 55012,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF GRANT - 55014,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF GROW - 55016,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF HAWKINS - 55018,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF HUBBARD - 55020,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF LAWRENCE - 55022,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF MARSHALL - 55024,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF MURRY - 55026,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF RICHLAND - 55028,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF RUSK - 55030,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF SOUTH FORK - 55032,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF STRICKLAND - 55034,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF STUBBS - 55036,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF THORNAPPLE - 55038,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF TRUE - 55040,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF WASHINGTON - 55042,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF WILKINSON - 55044,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF WILLARD - 55046,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,TOWN OF WILSON - 55048,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF BRUCE - 55106,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF CONRATH - 55111,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF GLEN FLORA - 55131,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF HAWKINS - 55136,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF INGRAM - 55141,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF SHELDON - 55181,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF TONY - 55186,None ,Dominion (Sequoia)/Command Central-Edge
RUSK - 55,VILLAGE OF WEYERHAEUSER - 55191,None ,Dominion (Sequoia)/Command Central-Edge
SAUK - 57,CITY OF BARABOO - 57206,ES&S DS200,ES&S ExpressVote
SAUK - 57,CITY OF REEDSBURG - 57276,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF BARABOO - 57002,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF BEAR CREEK - 57004,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF DELLONA - 57006,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF DELTON - 57008,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF EXCELSIOR - 57010,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF FAIRFIELD - 57012,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF FRANKLIN - 57014,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF FREEDOM - 57016,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF GREENFIELD - 57018,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF HONEY CREEK - 57020,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF IRONTON - 57022,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF LA VALLE - 57024,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF MERRIMAC - 57026,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF PRAIRIE DU SAC - 57028,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF REEDSBURG - 57030,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF SPRING GREEN - 57032,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF SUMPTER - 57034,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF TROY - 57036,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF WASHINGTON - 57038,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF WESTFIELD - 57040,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF WINFIELD - 57042,ES&S DS200,ES&S ExpressVote
SAUK - 57,TOWN OF WOODLAND - 57044,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF IRONTON - 57141,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF LAKE DELTON - 57146,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF LAVALLE - 57147,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF LIME RIDGE - 57148,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF LOGANVILLE - 57149,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF MERRIMAC - 57151,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF NORTH FREEDOM - 57161,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF PLAIN - 57171,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF PRAIRIE DU SAC - 57172,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF ROCK SPRINGS - 57176,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF SAUK CITY - 57181,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF SPRING GREEN - 57182,ES&S DS200,ES&S ExpressVote
SAUK - 57,VILLAGE OF WEST BARABOO - 57191,ES&S DS200,ES&S ExpressVote
SAWYER - 58,CITY OF HAYWARD - 58236,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF BASS LAKE - 58002,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF COUDERAY - 58004,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF DRAPER - 58006,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF EDGEWATER - 58008,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF HAYWARD - 58010,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF HUNTER - 58012,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF LENROOT - 58014,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF MEADOWBROOK - 58016,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF METEOR - 58018,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF OJIBWA - 58020,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF RADISSON - 58022,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF ROUND LAKE - 58024,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF SAND LAKE - 58026,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF SPIDER LAKE - 58028,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF WEIRGOR - 58030,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,TOWN OF WINTER - 58032,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,VILLAGE OF COUDERAY - 58111,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,VILLAGE OF EXELAND - 58121,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,VILLAGE OF RADISSON - 58176,None ,Dominion (Sequoia)/Command Central-Edge
SAWYER - 58,VILLAGE OF WINTER - 58190,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,CITY OF SHAWANO - 59281,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF ALMON - 59002,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF ANGELICA - 59004,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF ANIWA - 59006,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF BARTELME - 59008,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF BELLE PLAINE - 59010,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF BIRNAMWOOD - 59012,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF FAIRBANKS - 59014,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF GERMANIA - 59016,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF GRANT - 59018,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF GREEN VALLEY - 59020,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF HARTLAND - 59022,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF HERMAN - 59024,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF HUTCHINS - 59026,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF LESSOR - 59028,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF MAPLE GROVE - 59030,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF MORRIS - 59032,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF NAVARINO - 59034,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF PELLA - 59036,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF RED SPRINGS - 59038,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF RICHMOND - 59040,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF SENECA - 59042,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF WASHINGTON - 59044,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF WAUKECHON - 59046,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF WESCOTT - 59048,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,TOWN OF WITTENBERG - 59050,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF ANIWA - 59101,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF BIRNAMWOOD - MAIN - 59106,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF BONDUEL - 59107,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF BOWLER - 59108,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF CECIL - 59111,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF ELAND - 59121,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF GRESHAM - 59131,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF MATTOON - 59151,None ,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF TIGERTON - 59186,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHAWANO - 59,VILLAGE OF WITTENBERG - 59191,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,CITY OF PLYMOUTH - 60271,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,CITY OF SHEBOYGAN - 60281,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,CITY OF SHEBOYGAN FALLS - 60282,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF GREENBUSH - 60002,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF HERMAN - 60004,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF HOLLAND - 60006,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF LIMA - 60008,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF LYNDON - 60010,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF MITCHELL - 60012,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF MOSEL - 60014,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF PLYMOUTH - 60016,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF RHINE - 60018,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF RUSSELL - 60020,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF SCOTT - 60022,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF SHEBOYGAN - 60024,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF SHEBOYGAN FALLS - 60026,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF SHERMAN - 60028,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,TOWN OF WILSON - 60030,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF ADELL - 60101,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF CASCADE - 60111,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF CEDAR GROVE - 60112,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF ELKHART LAKE - 60121,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF GLENBEULAH - 60131,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF HOWARDS GROVE - 60135,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF KOHLER - 60141,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF OOSTBURG - 60165,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF RANDOM LAKE - 60176,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
SHEBOYGAN - 60,VILLAGE OF WALDO - 60191,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,CITY OF GLENWOOD CITY - 56231,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,CITY OF HUDSON - 56236,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,CITY OF NEW RICHMOND - 56261,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF BALDWIN - 56002,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF CADY - 56004,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF CYLON - 56006,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF EAU GALLE - 56008,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF EMERALD - 56010,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF ERIN PRAIRIE - 56012,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF FOREST - 56014,None ,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF GLENWOOD - 56016,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF HAMMOND - 56018,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF HUDSON - 56020,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF KINNICKINNIC - 56022,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF PLEASANT VALLEY - 56024,None ,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF RICHMOND - 56026,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF RUSH RIVER - 56028,None ,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF SOMERSET - 56032,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF SPRINGFIELD - 56034,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF ST. JOSEPH - 56030,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF STANTON - 56036,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF STAR PRAIRIE - 56038,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF TROY - 56040,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,TOWN OF WARREN - 56042,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF BALDWIN - 56106,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF DEER PARK - 56116,None ,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF HAMMOND - 56136,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF NORTH HUDSON - 56161,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF ROBERTS - 56176,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF SOMERSET - 56181,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF STAR PRAIRIE - 56182,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF WILSON - 56191,None ,Dominion (Sequoia)/Command Central-Edge
ST. CROIX - 56,VILLAGE OF WOODVILLE - 56192,Dominion (Premier)/Command Central-Accuvote-OS,Dominion (Sequoia)/Command Central-Edge
TAYLOR - 61,CITY OF MEDFORD - 61251,ES&S DS200,ES&S iVotronic
TAYLOR - 61,TOWN OF AURORA - 61002,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF BROWNING - 61004,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF CHELSEA - 61006,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF CLEVELAND - 61008,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF DEER CREEK - 61010,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF FORD - 61012,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF GOODRICH - 61014,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF GREENWOOD - 61016,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF GROVER - 61018,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF HAMMEL - 61020,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF HOLWAY - 61022,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF JUMP RIVER - 61024,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF LITTLE BLACK - 61026,ES&S M100,ES&S iVotronic
TAYLOR - 61,TOWN OF MAPLEHURST - 61028,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF MCKINLEY - 61030,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF MEDFORD - 61032,ES&S M100,ES&S iVotronic
TAYLOR - 61,TOWN OF MOLITOR - 61034,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF PERSHING - 61036,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF RIB LAKE - 61038,ES&S M100,ES&S iVotronic
TAYLOR - 61,TOWN OF ROOSEVELT - 61040,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF TAFT - 61042,None ,ES&S iVotronic
TAYLOR - 61,TOWN OF WESTBORO - 61044,ES&S M100,ES&S iVotronic
TAYLOR - 61,VILLAGE OF GILMAN - 61131,None ,ES&S iVotronic
TAYLOR - 61,VILLAGE OF LUBLIN - 61146,None ,ES&S iVotronic
TAYLOR - 61,VILLAGE OF RIB LAKE - 61176,ES&S M100,ES&S iVotronic
TAYLOR - 61,VILLAGE OF STETSONVILLE - 61181,None ,ES&S iVotronic
TREMPEALEAU - 62,CITY OF ARCADIA - 62201,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,CITY OF BLAIR - 62206,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,CITY OF GALESVILLE - 62231,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,CITY OF INDEPENDENCE - 62241,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,CITY OF OSSEO - 62265,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,CITY OF WHITEHALL - 62291,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF ALBION - 62002,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF ARCADIA - 62004,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF BURNSIDE - 62006,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF CALEDONIA - 62008,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF CHIMNEY ROCK - 62010,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF DODGE - 62012,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF ETTRICK - 62014,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF GALE - 62016,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF HALE - 62018,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF LINCOLN - 62020,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF PIGEON - 62022,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF PRESTON - 62024,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF SUMNER - 62026,None ,Dominion (Sequoia)/Command Central-Edge
